租金,押金,户型,面积,朝向,楼层,装修,类型,小区,街道,房屋编码,更新时间
1600,付3押1,1室1厅1卫,42平方米,南北,低层(共6层),简单装修,普通住宅,汶川里,南开 嘉陵道,3113520968786959,2023年07月16日
1400,付3押1,2室1厅1卫,90平方米,朝南,高层(共11层),简单装修,普通住宅,佳成苑,塘沽 胡家园街,3096490203996174,2023年07月16日
1800,付3押2,1室1厅1卫,22平方米,南北,共5层,精装修,普通住宅,服务楼, ,3113536662035457,2023年07月16日
1400,面议,2室2厅1卫,75平方米,朝南,中层(共16层),简单装修,普通住宅,蒲瑞祥园西区,武清 杨村街,3065171678061575,2023年07月16日
5000,付3押1,1室1厅1卫,40平方米,朝北,低层(共6层),精装修,普通住宅,明和里,河东 春华街,3113405350257677,2023年07月16日
1500,付3押1,1室1厅1卫,45平方米,南北,高层(共6层),简单装修,普通住宅,昆仑里(东丽),东丽,3088999196908548,2023年07月16日
1500,付3押1,2室1厅1卫,105平方米,朝南,高层(共6层),简单装修,普通住宅,引河北里,北辰 北仓,3114761621431302,2023年07月16日
1500,付3押1,1室1厅1卫,40平方米,朝南,高层(共6层),简单装修,普通住宅,前进新里,河东 向阳楼,3113163144552459,2023年07月16日
1400,付3押1,1室1厅1卫,35平方米,南北,共5层,精装修,普通住宅,双山里, ,3113095212933122,2023年07月16日
1500,付3押1,1室1厅1卫,48.3平方米,朝南,高层(共7层),简单装修,普通住宅,宜君北里,南开 向阳路,3104799893610510,2023年07月16日
1600,付3押1,2室1厅1卫,105平方米,南北,低层(共6层),简单装修,普通住宅,福苑里,大港 迎宾街,3114486222742538,2023年07月16日
3200,付3押1,3室2厅1卫,107.9平方米,南北,共5层,简单装修,普通住宅,尚丰水苑, ,3111878343156744,2023年07月16日
1000,面议,1室1厅1卫,72平方米,东西,低层(共16层),简单装修,普通住宅,碧玉家园,蓟州 文昌街,3113005818092552,2023年07月16日
4500,付3押1,2室1厅1卫,120平方米,南北,低层(共9层),简单装修,普通住宅,清新园,南开 万兴街,3113601252647949,2023年07月16日,4500,付3押1,2室1厅1卫,120平方米,南北,低层(共9层),简单装修,普通住宅,清新园,南开 万兴街,3113601252647949,2023年07月16日
1900,面议,1室1厅1卫,60平方米,东南,低层(共6层),简单装修,普通住宅,花溪苑,西青 中北,3114657972954122,2023年07月16日
1900,付3押1,2室2厅1卫,110.5平方米,南北,高层(共6层),简单装修,普通住宅,盛仓新苑炎黄园,北辰 集贤里,2974329202961422,2023年07月16日
3000,付3押1,2室1厅1卫,60平方米,朝南,高层(共7层),简单装修,普通住宅,源德里,南开 兴南街,3114428641255426,2023年07月16日
2900,面议,3室2厅2卫,140平方米,南北,中层(共7层),简单装修,普通住宅,雅居乐御宾府,津南 海河教育园区,3111771693883393,2023年07月15日
2300,付3押1,3室2厅1卫,98.7平方米,朝东,中层(共29层),精装修,普通住宅,正荣府,北辰 宜兴埠,3065361114424322,2023年07月16日
1800,付3押1,2室1厅1卫,60.2平方米,朝南,高层(共7层),简单装修,普通住宅,开云里,河北 王串场街,3113067822177280,2023年07月16日
1900,付3押1,1室1厅1卫,52平方米,朝南,高层(共6层),精装修,普通住宅,延长里,南开 向阳路,3073383734273033,2023年07月16日
1000,付3押1,2室1厅1卫,54平方米,南北,共4层,简单装修,普通住宅,双安里, ,3111659695807497,2023年07月16日
1200,面议,1室1厅1卫,40平方米,朝南,高层(共6层),简单装修,普通住宅,志成东里,河北 新开河街,3112055034452995,2023年07月16日
1500,付3押1,2室1厅1卫,60平方米,南北,共5层, , ,向阳楼, ,2626035909353479,2023年07月16日
2500,付3押1,2室1厅1卫,40平方米,朝南,低层(共6层),精装修,普通住宅,来福里文明小区,南开 八里台,3111701802851330,2023年07月16日
1500,付3押1,3室2厅2卫,109平方米,朝南,低层(共33层),简单装修,普通住宅,中海公园城尚湖苑,津南 津南八里台,3057941418516484,2023年07月16日
1900,付3押1,1室1厅1卫,61.5平方米,朝南,中层(共28层),简单装修,普通住宅,惠众家园,河西 小海地,3112334642945027,2023年07月16日
2000,付3押1,2室1厅1卫,88平方米,朝南,高层(共7层),简单装修,普通住宅,万隆桃香园,北辰 天穆,3113574768254990,2023年07月16日
1200,付3押1,1室1厅1卫,58.5平方米,朝南,低层(共29层),简单装修,普通住宅,国耀上河城,北辰 双街镇,3113104544669706,2023年07月16日
1500,付3押1,1室1厅1卫,50平方米,朝南,低层(共6层),简单装修,普通住宅,煤三宿舍,河西 梅江南,3111699946167301,2023年07月16日
1700,付3押1,1室1厅1卫,43平方米,朝南,中层(共7层),精装修,普通住宅,华光里,河东 春华街,3109339345280013,2023年07月16日
1300,付3押1,1室1厅1卫,61平方米,朝南,中层(共27层),简单装修,普通住宅,双青新家园荣康园,北辰 青光,3111617474356226,2023年07月16日
1100,付3押1,2室1厅1卫,56平方米,南北,低层(共6层),简单装修,普通住宅,建安里(滨海),滨海,3113007644729358,2023年07月16日
1600,面议,1室1厅1卫,45平方米,南北,高层(共6层),简单装修,普通住宅,易川里,南开 嘉陵道,3112852758209549,2023年07月16日
1700,付3押1,1室1厅1卫,42.7平方米,南北,中层(共11层),简单装修,普通住宅,河怡花园,红桥 咸阳北路街,3110521634481156,2023年07月16日
1600,付3押1,2室2厅1卫,83平方米,南北,共5层,简单装修,普通住宅,渤海石油蓝苑南区, ,3113126514744334,2023年07月16日
1900,付1押1,2室1厅1卫,80平方米,朝南,高层(共6层),简单装修,普通住宅,燕宇花园,西青 中北,3113360600834052,2023年07月16日
3300,付3押1,1室1厅1卫,48.8平方米,朝南,低层(共24层),精装修,普通住宅,三乐里,和平 新兴街,3108845137567753,2023年07月16日
1400,付3押1,2室1厅1卫,85平方米,朝南,高层(共27层),简单装修,普通住宅,学仕府花园(滨海),滨海,3112082316499976,2023年07月16日
1800,付3押1,1室1厅1卫,48平方米,朝南,高层(共6层),简单装修,普通住宅,川北里,南开 嘉陵道,3113529346876429,2023年07月16日
2500,付3押1,2室1厅1卫,42平方米,朝南,高层(共7层),简单装修,普通住宅,照湖里,南开 学府街,3112197928625160,2023年07月14日
900,付3押1,1室1厅1卫,39.8平方米,朝南,高层(共6层),精装修,普通住宅,讷河里,北辰 集贤里,3113423387663374,2023年07月16日
1800,付3押1,2室2厅1卫,96平方米,南北,共5层,简单装修,普通住宅,紫罗园, ,3107843899695112,2023年07月16日
800,付3押1,2室2厅1卫,89.9平方米,朝南,低层(共18层),简单装修,普通住宅,锦绣香江棕榈园,宝坻 大白街,3114855541056527,2023年07月16日
1500,付3押1,1室1厅1卫,42.5平方米,朝南,高层(共6层),精装修,普通住宅,佳春里,红桥 双环邨街,3113016514208768,2023年07月16日
1200,付3押1,2室1厅1卫,78平方米,南北,共5层,简单装修,普通住宅,人祥南里, ,3111504272384003,2023年07月16日
2300,付3押1,1室1厅1卫,34.9平方米,朝东,低层(共7层),精装修,普通住宅,宝德里,河西 大营门,3113754893149193,2023年07月16日
950,付1押1,1室1厅1卫,43平方米,朝南,低层(共6层),精装修,普通住宅,赤龙家园,西青 大寺,3113054383907847,2023年07月16日
1650,付3押1,1室1厅1卫,52平方米,朝南,中层(共46层),简单装修,普通住宅,滨海华贸中心,塘沽 大沽街,3111914568081408,2023年07月16日
2500,面议,2室1厅1卫,72平方米,南北,中层(共6层),简单装修,普通住宅,龙禧园,红桥 西沽街,3113592841265158,2023年07月16日
1000,年付押1,1室1厅1卫,67平方米,南北,中层(共28层),简单装修,普通住宅,友和里,东丽 大毕庄镇,3114702204953601,2023年07月16日
850,付3押1,1室1厅1卫,49平方米,朝南,中层(共18层),简单装修,普通住宅,津泊湾,静海 团泊镇,3025506845584384,2023年07月16日
2700,付3押1,3室2厅1卫,98.7平方米,朝东,中层(共29层),精装修,普通住宅,正荣府,北辰 宜兴埠,3098996217928709,2023年07月16日
1200,付3押1,2室1厅1卫,56平方米,南北,共4层,简单装修,普通住宅,六合里(滨海),大港 迎新街,3112991391899663,2023年07月16日
1700,付3押1,2室1厅1卫,66.4平方米,朝南,中层(共32层),简单装修,普通住宅,和盛苑,塘沽 渤海石油街,3114791014769668,2023年07月16日
1000,付3押1,1室1厅1卫,50.9平方米,朝南,高层(共6层),简单装修,普通住宅,城际美景,北辰 双街镇,3093618942468100,2023年07月16日
2500,付3押1,1室1厅1卫,35平方米,朝西,中层(共6层),精装修,普通住宅,兴河里小区,和平 新兴街,3113441262576655,2023年07月15日
1200,付3押1,2室1厅1卫,56平方米,南北,共4层,简单装修,普通住宅,前光里, ,3111534836752388,2023年07月16日
2400,付3押1,2室1厅1卫,56平方米,南北,共5层,精装修,普通住宅,十五经路6号院, ,3114645644207104,2023年07月16日
1000,半年付,2室1厅1卫,55平方米,南北,共4层,简单装修,普通住宅,新兴西里(滨海),大港 大港周边,3111976576770050,2023年07月14日
1000,半年付押1,2室1厅1卫,106平方米,南北,低层(共17层),简单装修,普通住宅,钰鑫园,宝坻 海滨街,3113767878040589,2023年07月16日
1700,付3押1,1室1厅1卫,79.5平方米,南北,低层(共11层),毛坯,普通住宅,恒大悦湖公馆,塘沽 滨海高新区,3114688348020744,2023年07月16日
1850,付3押1,3室2厅1卫,116平方米,朝南,高层(共17层),简单装修, ,津南新城合力园,津南 咸水沽,3014153218515968,2023年07月16日
4550,付1押1,2室1厅1卫,106平方米,朝南,低层(共22层),简单装修,普通住宅,远洋新天地家园,河东 春华街,3114706181301248,2023年07月16日
2200,付3押1,3室1厅1卫,119.7平方米,南北,中层(共6层),毛坯,普通住宅,宏愿花园,塘沽 渤海石油街,3112026592567311,2023年07月16日
2000,付3押1,3室2厅1卫,109.4平方米,南北,低层(共18层),简单装修,普通住宅,都旺新城竹芳园,北辰 果园新村,3114476860892166,2023年07月16日
1800,付3押1,1室1厅1卫,27.4平方米,南北,高层(共6层),精装修,普通住宅,十三经路18号院,河东 大王庄,3113317087192065,2023年07月16日
2200,付3押1,1室1厅1卫,55.7平方米,朝南,高层(共13层),简单装修,普通住宅,龙德里,南开 万兴街,3111550724857871,2023年07月14日
2400,付3押1,2室1厅1卫,80.1平方米,南北,高层(共8层),精装修,普通住宅,金地艺城华府北润华庭,北辰 宜兴埠,3052702287963149,2023年07月16日
1100,付3押1,1室1厅1卫,54平方米,南北,共5层,简单装修,普通住宅,宝庆里, ,3111912540838922,2023年07月16日
1500,半年付押1,2室1厅1卫,92平方米,南北,低层(共11层),简单装修,普通住宅,鑫旺里,津南 辛庄,3113281634182157,2023年07月15日
2800,付3押1,2室1厅1卫,56平方米,南北,高层(共6层),精装修,普通住宅,澧新里,河西 尖山路,3111740468714511,2023年07月16日
2500,面议,2室1厅1卫,40平方米,南北,共5层,精装修,普通住宅,德元里, ,3114540803499008,2023年07月16日
1455,付3押1,1室1厅1卫,37平方米,南北,共5层,精装修,普通住宅,八段大楼, ,3113360992182283,2023年07月16日
1500,付3押1,2室1厅1卫,61平方米,南北,高层(共6层),简单装修,普通住宅,桃花园南里,红桥 丁字沽街,3113327845924867,2023年07月16日
1100,付3押1,2室1厅1卫,60平方米,东西,共5层,简单装修,普通住宅,高峰里, ,3110716446565380,2023年07月16日
2300,面议,2室1厅1卫,62.8平方米,朝南,共4层,精装修,普通住宅,凌研里, ,3111979509047299,2023年07月16日
2400,面议,1室1厅1卫,44.9平方米,朝南,中层(共7层),精装修,普通住宅,振河里,和平 新兴街,3114544752844812,2023年07月16日
3300,付3押1,2室2厅1卫,76.2平方米,南北,高层(共6层),精装修,普通住宅,凯立天香家园,南开 广开街,3111620419788804,2023年07月15日
1500,付3押1,1室1厅1卫,49平方米,朝南,低层(共6层),简单装修,普通住宅,小镇西西里瑞安里,西青 精武,3111628922919948,2023年07月16日
3600,付3押1,1室1厅1卫,50.1平方米,朝北,低层(共30层),精装修,普通住宅,明筑轩,和平 南市,3107949606248450,2023年07月16日
1800,付3押1,2室1厅1卫,109平方米,南北,中层(共6层),简单装修,普通住宅,都旺新城兰芳园,北辰 果园新村,3113282540198922,2023年07月16日
2500,付1押1,2室1厅1卫,64平方米,西北,高层(共6层),精装修,普通住宅,春华里(河东),河东,3114896585497614,2023年07月16日
1100,付3押1,1室1厅1卫,43.7平方米,东北,中层(共18层),简单装修,普通住宅,双街新家园,北辰 双街镇,3083736112078856,2023年07月16日
2100,付3押1,1室1厅1卫,61平方米,南北,高层(共6层),精装修,普通住宅,礼貌楼,红桥 西于庄街,3113623590247433,2023年07月16日
1800,付3押1,1室1厅1卫,30.2平方米,朝南,中层(共7层),精装修,普通住宅,级升里,南开 广开街,3111576283488264,2023年07月16日
1500,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,建安里(滨海),滨海,3113626098902018,2023年07月16日
1300,付3押1,2室1厅1卫,57平方米,南北,共4层,精装修,普通住宅,团结楼, ,3114786345361414,2023年07月16日
2700,付3押1,3室1厅1卫,105平方米,东南,高层(共13层),精装修,普通住宅,兰雅苑,东丽 新立镇,3112062059092994,2023年07月16日
1900,付3押1,2室1厅1卫,92平方米,朝南,高层(共28层),简单装修,普通住宅,悦海园,塘沽 解放路街,3113487698846729,2023年07月16日
1300,面议,2室2厅1卫,80平方米,南北,低层(共18层),简单装修,普通住宅,腾悦馨园,宝坻 宝平街,3114847669263371,2023年07月16日
3500,付3押1,2室1厅1卫,88平方米,南北,低层(共32层),简单装修,普通住宅,东北角艺术公寓,南开 鼓楼,3111781897348104,2023年07月16日
1300,付3押1,3室2厅1卫,107平方米,南北,高层(共26层),简单装修,普通住宅,富力新城观澜南苑,静海 团泊镇,3112027566383108,2023年07月15日
1200,付3押1,1室1厅1卫,37平方米,朝南,中层(共6层),简单装修,普通住宅,西邻村小区,塘沽 向阳街,3111635795599364,2023年07月16日
2500,付3押1,1室1厅1卫,40.6平方米,朝南,中层(共6层),精装修,普通住宅,大生里,和平 南营门,3113132265594882,2023年07月16日
1200,面议,2室1厅1卫,92平方米,朝南,高层(共6层),简单装修,普通住宅,平安里(武清),武清,3112121949838345,2023年07月16日
1800,付3押1,3室2厅1卫,97平方米,南北,中层(共28层),简单装修,普通住宅,鸿坤理想城澜境东苑,静海 团泊镇,3111694089067531,2023年07月16日
1800,付3押1,1室1厅1卫,34平方米,朝南,高层(共6层),精装修,普通住宅,久仰里(河西),河西,3113507544589323,2023年07月16日
2300,付3押1,2室2厅1卫,86平方米,朝南,低层(共32层),简单装修,普通住宅,华润中央公园香薇邸,津南 双港,3082136851457036,2023年07月16日
1200,付3押1,1室1厅1卫,39平方米,南北,共5层,简单装修,普通住宅,湘江里, ,3113466593206280,2023年07月16日
950,半年付,1室1厅1卫,45平方米,南北,高层(共6层),精装修,普通住宅,红云新里,北辰 集贤里,3096445354550281,2023年07月16日
2800,付3押1,2室1厅1卫,75.4平方米,朝东,高层(共7层),精装修,普通住宅,昆宏里,河北 望海楼街,3114711755824137,2023年07月16日
1500,付3押1,1室1厅1卫,50平方米,南北,中层(共7层),简单装修,普通住宅,民泰里,塘沽 解放路街,3113036767093765,2023年07月16日
1800,面议,2室1厅1卫,60平方米,朝南,中层(共12层),简单装修,普通住宅,水溪苑,西青 中北,3114643626728463,2023年07月16日
1700,付3押1,1室1厅1卫,28平方米,朝南,中层(共6层),精装修,普通住宅,雅安东里,南开 嘉陵道,3111802949083138,2023年07月16日
2000,付3押1,2室1厅1卫,90.9平方米,南北,中层(共33层),简单装修,普通住宅,四季风情,塘沽 新河街,3111565571728391,2023年07月16日
1200,付3押1,1室1厅1卫,25.2平方米,朝南,中层(共17层),简单装修,普通住宅,城市之星大厦,河东 春华街,3113414046212109,2023年07月16日
2700,付3押1,3室2厅1卫,95平方米,南北,高层(共18层),精装修,普通住宅,宸宜花园,北辰 普东街,3114848659464203,2023年07月16日
1300,付1押1,1室1厅1卫,35平方米,朝南,低层(共6层),简单装修,普通住宅,东海里,河西 小海地,3114561120394254,2023年07月16日
3100,付3押1,2室1厅1卫,77.5平方米,南北,高层(共18层),简单装修,普通住宅,水郡花园,南开 长虹街,3112999272244235,2023年07月16日
2200,付3押1,2室1厅1卫,90平方米,南北,共5层,简单装修,普通住宅,智达里, ,3114846610922502,2023年07月16日
3000,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),精装修,普通住宅,浦口西里,河西 桃园街,3111644109594634,2023年07月16日
2600,付3押1,1室1厅1卫,60.5平方米,朝东,低层(共50层),精装修,普通住宅,诚基中心国际公寓,和平 体育馆,3114785396415491,2023年07月16日
2400,付3押1,2室2厅1卫,94平方米,南北,低层(共10层),简单装修,普通住宅,荷塘悦色,西青 杨柳青,3109181007504386,2023年07月16日
2200,付3押1,2室1厅1卫,101.1平方米,南北,低层(共6层),简单装修,普通住宅,景欣苑,东丽 津塘路,3112104816893964,2023年07月16日
1800,付3押1,1室1厅1卫,38平方米,朝北,中层(共13层),简单装修,普通住宅,卫安南里,南开 广开街,3080826159390728,2023年07月14日
2500,付3押1,2室2厅3卫,108平方米,南北,共3层,简单装修,普通住宅,伍杄岛橡树岛, ,3111707368906767,2023年07月16日
1200,面议,2室2厅1卫,100平方米,南北,中层(共6层),精装修,普通住宅,御和新苑,津南 北闸口,3113423027348494,2023年07月15日
2300,付3押1,2室1厅1卫,107平方米,南北,高层(共17层),简单装修,普通住宅,福汇园,大港 世纪大道,3114409934234639,2023年07月16日
1900,付3押1,1室1厅1卫,36.6平方米,朝南,中层(共7层),精装修,普通住宅,白云里,河西 越秀路,3111975454007301,2023年07月16日
2200,面议,2室2厅1卫,90平方米,朝南,低层(共33层),简单装修,普通住宅,津南新城合雅园,津南 咸水沽,3114511575688202,2023年07月16日
1200,付3押1,2室1厅1卫,83.8平方米,朝南,高层(共6层),精装修,普通住宅,红霞里(津南),津南,3114787441549321,2023年07月16日
2100,付3押1,3室2厅2卫,125平方米,南北,中层(共6层),简单装修,普通住宅,莱茵小镇美林苑,西青 杨柳青,3113170340093954,2023年07月16日
1600,付3押1,1室1厅1卫,40平方米,朝南,中层(共6层),精装修,普通住宅,风采南里,红桥 丁字沽街,3112067930037250,2023年07月16日
1400,付3押1,1室1厅1卫,24.7平方米,朝南,低层(共6层),精装修,普通住宅,桂江里(河西),河西,3114842688543744,2023年07月16日
1100,面议,2室1厅1卫,65平方米,朝南,高层(共28层),简单装修,普通住宅,美域新城,蓟州 渔阳镇,3113060055441413,2023年07月16日
1400,付3押1,1室1厅1卫,59.3平方米,朝南,高层(共28层),毛坯,普通住宅,增兴家园,东丽 万新街,3113059655524363,2023年07月16日
1100,面议,2室2厅1卫,95平方米,朝南,低层(共17层),简单装修,普通住宅,潮阳花园,宝坻 钰华街,3112082952430598,2023年07月16日
1200,付3押1,2室2厅1卫,82平方米,朝南,高层(共26层),简单装修,普通住宅,欣华苑,塘沽 北塘街,3109061218769930,2023年07月16日
2500,年付,2室2厅1卫,96平方米,朝南,低层(共27层),简单装修,普通住宅,保利海棠湾,武清 杨村街,3114837249057800,2023年07月16日
2400,付3押1,2室1厅1卫,80.4平方米,南北,低层(共30层),简单装修,普通住宅,和苑梦和园,红桥 西营门街,3114781567476741,2023年07月16日
1300,面议,2室1厅1卫,65平方米,南北,共5层,简单装修,普通住宅,新兴西里(滨海),大港 大港周边,3113385862339598,2023年07月16日
2600,付3押1,3室2厅1卫,114.8平方米,南北,高层(共6层),精装修,普通住宅,景欣苑,东丽 津塘路,3114543737150472,2023年07月16日
1200,付3押1,2室1厅1卫,84平方米,朝南,低层(共24层),简单装修,普通住宅,欣华苑,塘沽 北塘街,3113101691446281,2023年07月16日
2000,付3押1,1室1厅1卫,34.3平方米,朝南,低层(共7层),精装修,普通住宅,雅云里,南开 长虹街,3094741975031813,2023年07月16日
1700,付3押1,1室1厅1卫,47平方米,朝北,中层(共28层),简单装修, ,北宁湾宁宇家园(商住楼),商住楼,3111713037493261,2023年07月16日
1700,付3押1,1室1厅1卫,47平方米,朝北,低层(共33层),简单装修, ,北宁湾宁宇家园(商住楼),商住楼,3111719237230601,2023年07月16日
3450,付3押1,2室1厅1卫,109平方米,南北,中层(共6层),精装修,普通住宅,雅兰园,河东 上杭路,3107430131964943,2023年07月15日
2000,面议,2室1厅1卫,90平方米,南北,低层(共28层),精装修,其他,富力桃园天富园,津南 双港,3114759445896192,2023年07月16日
1300,付3押1,1室1厅1卫,60平方米,朝南,高层(共23层),简单装修,普通住宅,荣业园,北辰 青光,3112049861698564,2023年07月16日
1500,半年付,2室1厅1卫,83平方米,南北,高层(共18层),简单装修,普通住宅,香江广场,武清 杨村街,3114855923393548,2023年07月16日
2000,付3押1,1室1厅1卫,67平方米,朝南,中层(共9层),简单装修,普通住宅,慧景园,河北 新开河街,3109239634304015,2023年07月16日
1800,付3押1,2室2厅1卫,93平方米,南北,中层(共11层),简单装修,普通住宅,莱茵小镇美林苑,西青 杨柳青,3063731790715914,2023年07月15日
3200,付3押1,1室0厅1卫,58.9平方米,朝南,中层(共30层),精装修,普通住宅,新文化花园新景居,和平 南市,3111954946989061,2023年07月15日
5000,付3押1,3室1厅1卫,96平方米,朝南,中层(共30层),精装修,普通住宅,新文化花园新景居,和平 南市,3113232072712200,2023年07月16日
2200,付3押1,2室1厅1卫,98平方米,南北,高层(共7层),精装修,普通住宅,玉容花园,河北 王串场街,3111580614302721,2023年07月16日
1000,年付,1室1厅1卫,63平方米,朝南,低层(共25层),简单装修,普通住宅,碧玉家园,蓟州 文昌街,3110501797995529,2023年07月16日
1100,半年付,1室1厅1卫,50平方米,南北,中层(共6层),简单装修,普通住宅,育才里(津南),津南,3065215369945097,2023年07月16日
3800,付3押1,2室1厅1卫,99.7平方米,朝南,中层(共14层),精装修,普通住宅,金云里小区,南开 天拖南,3112108609527815,2023年07月16日
3700,付3押1,2室1厅1卫,57.9平方米,朝南,高层(共7层),精装修,普通住宅,敬重里,河西 下瓦房,3113788552257536,2023年07月16日
1350,付3押1,2室1厅1卫,64.4平方米,朝南,高层(共24层),简单装修,普通住宅,沽上江南,津南 咸水沽,3113438107820034,2023年07月16日
1300,付3押1,1室1厅1卫,30.1平方米,朝南,低层(共6层),精装修,普通住宅,泗阳里,河北 建昌道街,3114493209388045,2023年07月16日
5500,付3押1,3室1厅1卫,109平方米,南北,低层(共17层),精装修,普通住宅,南开1911,南开 嘉陵道,3100371662365709,2023年07月16日
4000,付3押1,4室2厅2卫,173.8平方米,南北,中层(共28层),精装修,普通住宅,富力桃园天富园,津南 双港,3114375210967054,2023年07月16日
4500,付3押1,4室2厅2卫,173平方米,南北,中层(共28层),精装修,普通住宅,富力桃园天富园,津南 双港,3063980059959304,2023年07月16日
3000,付3押1,2室1厅1卫,55.3平方米,西北,高层(共20层),精装修,公寓,红星国际星品大厦,河东 上杭路,3113492064903169,2023年07月15日
800,半年付,3室1厅1卫,89平方米,南北,高层(共17层),精装修,普通住宅,紫溪花园,宝坻 潮阳街,3111957016960009,2023年07月16日
3000,付3押1,1室1厅1卫,72平方米,南北,高层(共24层),精装修,普通住宅,丰盛园,河东 大王庄,3114529719180294,2023年07月16日
3600,付3押1,2室1厅1卫,97平方米,东南,高层(共33层),简单装修,普通住宅,北宁湾宁宇家园,河北 铁东路街,3034235951782921,2023年07月16日
5800,付3押1,2室1厅1卫,66平方米,西南,高层(共31层),精装修,普通住宅,宜天花园(和平时光),和平时光,3099253871156232,2023年07月16日
1900,付1押1,1室1厅1卫,33平方米,朝南,高层(共6层),精装修,普通住宅,盈江里,南开 天拖南,3111954141045774,2023年07月16日
2300,付3押1,2室1厅1卫,78平方米,朝南,中层(共6层),简单装修,普通住宅,商检公寓,开发区 第三大街,3113025387125766,2023年07月16日
1400,付3押1,1室1厅1卫,33.5平方米,朝西,高层(共6层),精装修,普通住宅,福山里,东丽 津塘路,3113274775264269,2023年07月16日
3600,付3押1,2室1厅1卫,58平方米,南北,低层(共7层),精装修,普通住宅,广田里,河西 大营门,3114863644171269,2023年07月16日
3500,付3押1,3室1厅1卫,96平方米,南北,低层(共7层),精装修,普通住宅,融秋园,东丽 张贵庄街,3113427757276171,2023年07月16日
1250,年付押1,1室1厅1卫,69平方米,南北,高层(共6层),精装修,普通住宅,金钟新城,东丽 大毕庄镇,3111647759475712,2023年07月16日
1200,付3押1,2室1厅1卫,83平方米,朝南,高层(共22层),简单装修,普通住宅,新旭园,津南 咸水沽,3113242869832707,2023年07月16日,1200,付3押1,2室1厅1卫,83平方米,朝南,高层(共22层),简单装修,普通住宅,新旭园,津南 咸水沽,3113242869832707,2023年07月16日
1000,付3押1,1室1厅1卫,40平方米,南北,共5层,精装修,普通住宅,宜白楼, ,3111703241498639,2023年07月16日
3000,付3押1,2室1厅1卫,67平方米,朝南,中层(共6层),精装修,普通住宅,明园里,南开 王顶堤,3108898356239369,2023年07月16日
1800,面议,2室2厅1卫,95平方米,朝南,高层(共16层),简单装修,普通住宅,祥福园二期,武清 杨村街,3113303628308482,2023年07月15日
3400,付3押1,2室1厅1卫,51平方米,南北,中层(共6层),精装修,普通住宅,宾水东里,河西 天塔,3114728916722693,2023年07月16日
2800,付3押1,2室1厅1卫,86平方米,朝南,中层(共14层),简单装修,普通住宅,万科新里程花园,东丽 空港经济区,3110309947302912,2023年07月16日
2050,付3押1,1室1厅1卫,41平方米,朝东,高层(共7层),精装修,普通住宅,红和里,南开 广开街,3114391373800462,2023年07月16日
1500,付3押1,1室1厅1卫,59.3平方米,南北,低层(共24层),简单装修,普通住宅,天穆东苑,北辰 天穆,3028454049439748,2023年07月15日
1800,半年付,2室2厅1卫,80平方米,南北,中层(共17层),简单装修,普通住宅,同泽园(武清),武清,3112036007617536,2023年07月16日
2500,付3押1,1室1厅1卫,37.7平方米,朝东,高层(共16层),精装修,普通住宅,摩登天空凤仪园,南开 兴南街,3112141090710533,2023年07月16日
2300,付3押1,1室1厅1卫,42平方米,东西,中层(共6层),精装修,普通住宅,南门外大街小区,和平 劝业场,3113563235195915,2023年07月15日
1100,面议,2室1厅1卫,60.4平方米,东西,中层(共26层),简单装修,普通住宅,美域新城,蓟州 渔阳镇,3114866104081423,2023年07月16日
900,半年付,2室1厅1卫,86平方米,南北,中层(共6层),精装修,普通住宅,国际城百合花苑,武清 河西务镇,3114685405060109,2023年07月16日
1200,付3押1,1室1厅1卫,33.6平方米,朝南,共4层,精装修,普通住宅,顺纺里, ,3114475524365313,2023年07月16日
1800,付3押1,2室1厅1卫,80平方米,南北,中层(共6层),精装修,普通住宅,普达里,北辰 普东街,3114513394490379,2023年07月16日
1000,年付,3室1厅1卫,114平方米,南北,低层(共6层),精装修,普通住宅,岳园小区,宝坻 宝平街,3113329636106253,2023年07月16日
2500,付3押1,2室1厅1卫,48.7平方米,西北,共5层,精装修,普通住宅,复康里, ,3114437928214537,2023年07月16日
1700,付3押1,2室1厅1卫,96平方米,南北,高层(共26层),简单装修,普通住宅,柴楼庄园,北辰 双街镇,3114714910137345,2023年07月16日
2400,付3押1,1室1厅1卫,41平方米,朝南,中层(共7层),精装修,普通住宅,卫安中里,南开 广开街,3112017868267533,2023年07月16日
1700,付3押1,1室1厅1卫,34平方米,朝南,低层(共6层),精装修,普通住宅,子牙南里,红桥 西于庄街,3114486370197505,2023年07月16日
1500,面议,2室2厅1卫,88平方米,朝南,中层(共16层),简单装修,普通住宅,泽信金汇湾儒香园,武清 杨村街,3113219106234376,2023年07月16日
2899,面议,2室1厅1卫,60平方米,南北,中层(共6层),精装修,普通住宅,荣迁东里,南开 学府街,3111908003258372,2023年07月16日
1400,面议,2室2厅1卫,93平方米,朝南,高层(共6层),精装修,普通住宅,城锦园,武清 城关镇,3112126367980558,2023年07月16日
2200,付3押1,2室1厅1卫,38平方米,朝东,中层(共6层),精装修,普通住宅,留园里(南开),南开,3113414192062472,2023年07月16日
1800,付3押1,2室2厅1卫,91平方米,南北,共5层,简单装修,普通住宅,华侨城汇涛苑, ,3112146794800130,2023年07月16日
